msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Invalid date format.,,,,,,Epäkelpo päivämäärämuoto.,
,Limit list to selected items,,,,,,Rajoita lista valittuihin vaihtoehtoihin,
,"If checked, the only items presented to the user will be the ones selected here.",,,,,,"Mikäli valittuna, käyttäjille näytetään ainoastaan tässä valitut arvot.",
,not in,,,,,,ei sisällä,
,<>,,,,,,<>,
,Is all of,,,,,,On kaikki,
,Is none of,,,,,,Ei ole yksikään,
,not,,,,,,ei,
,<,,,,,,<,
,>=,,,,,,>=,
,>,,,,,,>,
,Is between,,,,,,On välillä,
,between,,,,,,välillä,
,Is not between,,,,,,Ei ole välillä,
,not between,,,,,,ei välillä,
,Min,,,,,,Min,
,And max,,,,,,Ja max,
,And,,,,,,Ja,
,Contains any word,,,,,,Sisältää minkä tahansa sanan,
,has word,,,,,,sisältää sanan,
,Contains all words,,,,,,Sisältää kaikki sanat,
,has all,,,,,,sisältää kaikki,
,begins,,,,,,alkaa,
,ends,,,,,,päättyy,
,!has,,,,,,!has,
,Require this relationship,,,,,,Vaadi riippuvuus,
,asc,,,,,,asc,
,desc,,,,,,desc,
,"The granularity is the smallest unit to use when determining whether two dates are the same; for example, if the granularity is ""Year"" then all dates in 1999, regardless of when they fall in 1999, will be considered the same date.",,,,,,"Pienin tarkkuus jota käytetään määrittelemään, ovatko päivämäärät samoja; esimerkiksi jos tarkkuus on ""Vuosi"", silloin kaikki vuoden 1999 päivämäärät tulkitaan samoiksi tarkemmasta päivämäärästä riippumatta.",
,Broken,,,,,,Rikkinäinen,
,Displays,,,,,,Näytöt,
,These queries were run during view rendering:,,,,,,Nämä kyselyt suoritettiin näkymää renderöitäessä:,
,This display has no path.,,,,,,Näyttöruudulla ei ole polkua.,
,Query build time,,,,,,Kyselyn rakennusaika,
,@time ms,,,,,,@time ms,
,Query execute time,,,,,,Kyselyn suorittamisaika,
,View render time,,,,,,Näkymän renderöintiaika,
,No query was run,,,,,,Kyselyä ei suoritettu,
,Unable to preview due to validation errors.,,,,,,Esikatselu ei onnistunut validointivirheistä johtuen.,
,View name,,,,,,Näkymän nimi,
,Break lock,,,,,,Poista lukitus,
,The lock has been broken and you may now edit this view.,,,,,,Lukitus on rikottu ja voit nyt muokata tätä näkymää.,
,Go to the real page for this display,,,,,,Mene näkymän todelliselle sivulle,
,Missing style plugin,,,,,,Tyyliplugin puuttuu,
,Change settings for this style,,,,,,Muuta tyylin asetuksia,
,View analysis,,,,,,Näkymän analyysi,
,Rearrange @type,,,,,,Uudelleenjärjestä @type,
,Broken field @id,,,,,,Rikkinäinen kenttä @id,
,There are no @types available to add.,,,,,,@types ei löytynyt lisättäväksi.,
,Configure extra settings for @type %item,,,,,,Säädä lisäasetuksia @type %item,
,Clear Views' cache,,,,,,Tyhjennä Views välimuisti,
,Add Views signature to all SQL queries,,,,,,Lisää Views allekirjoitus kaikkiin SQL-kyselyihin,
,Disable views data caching,,,,,,Poista käytöstä näkymien tietojen välimuistitus,
,"Views caches data about tables, modules and views available, to increase performance. By checking this box, Views will skip this cache and always rebuild this data when needed. This can have a serious performance impact on your site.",,,,,,"Suorituskyvyn parantamiseksi Views tallentaa välimuistiin tietoa tauluista, moduuleista ja saatavilla olevista näkymistä. Valitsemalla tämän vaihtoehdon Views ohittaa tämän välimuistin ja rakentaa tiedon uudelleen aina tarvittaessa. Tällä voi olla merkittävää vaikutusta sivustosi suorituskykyyn.",
,Show other queries run during render during live preview,,,,,,Näytä reaaliaikaisen esikatselun renderöinnin aikana ajetut tietokantakyselyt,
,Drupal has the potential to run many queries while a view is being rendered. Checking this box will display every query run during view render as part of the live preview.,,,,,,Drupal pystyy ajamaan useampia kyselyitä näkymän renderöinnin aikana. Valitse tämä vaihtoehto nähdäksesi kaikki reaaliaikaisen esikatselun aikana suoritetut kyselyt.,
,View analysis can find nothing to report.,,,,,,Näkymäanalyysi ei löytänyt raportoitavaa.,
,This view has only a default display and therefore will not be placed anywhere on your site; perhaps you want to add a page or a block display.,,,,,,Näkymällä on vain oletusnäyttöruutu minkä takia sitä ei voida sijoittaa mihinkään sivustollasi; haluat ehkä lisätä sivunäkymän tai lohkonäkymän.,
,Reduce duplicates,,,,,,Vähennä duplikaatteja,
,Default settings for this view.,,,,,,Näytön oletusasetukset.,
,"Display the view as a page, with a URL and menu links.",,,,,,"Näytä näkymä sivuna, sisältäen URLin ja valikkolinkit.",
,Display the view as a block.,,,,,,Näytä näkymä lohkona.,
,Attachments added to other displays to achieve multiple views in the same view.,,,,,,"Muihin näyttöruutuihin liisätyt liitteet, tarkoituksena saada useampi näkymä yhden näkymän sisään.",
,"Display the view as a feed, such as an RSS feed.",,,,,,"Näytä näkymä syötteenä, kuten RSS syötteenä.",
,Displays rows one after another.,,,,,,Näyttää rivit toistensa jälkeen.,
,HTML List,,,,,,HTML-lista,
,Displays rows in a grid.,,,,,,Näyttää rivit ruudukkomuodossa.,
,Displays rows in a table.,,,,,,Näyttää rivit taulukkomuodossa.,
,Displays the default summary as a list.,,,,,,Näyttää oletustiivistelmän listana.,
,"Displays the summary unformatted, with option for one after another or inline.",,,,,,Näyttää tiivistelmän muokkaamattomana sekä vaihtoehdon joko esittää se joko perätysten eri riveillä tai sisennettynä.,
,Generates an RSS feed from a view.,,,,,,Generoi RSS-syötteen näkymästä.,
,Displays the fields with an optional template.,,,,,,Näyttää kentät valinnallisella templatella.,
,Will be available to all users.,,,,,,Käytössä käyttäjille.,
,Access will be granted to users with any of the specified roles.,,,,,,Käyttöoikeudet myönnetään tietyn roolin omaaville käyttäjille.,
,No caching of Views data.,,,,,,Ei Views välimuistitusta.,
,Time-based,,,,,,Aikapohjainen,
,Simple time-based caching of data.,,,,,,Yksinkertainen aikapohjainen tiedon välimuistitus.,
,sort criteria,,,,,,lajittelukriteerit,
,Sort criterion,,,,,,Lajittelukriteeri,
,sort criterion,,,,,,lajittelukriteeri,
,Aggregator items are imported from external RSS and Atom news feeds.,,,,,,Aggregointiartikkelit haetaan ulkoisesta RSS ja Atom syötteestä.,
,The title of the aggregator item.,,,,,,Aggregointiartikkelin otsikko.,
,The link to the original source URL of the item.,,,,,,Artikkelin alkuperäisen lähteen URL.,
,The author of the original imported item.,,,,,,Alkuperäisen ladatun artikkelin kirjoittajan nimi.,
,The actual content of the imported item.,,,,,,Ladatun artikkelin sisältö.,
,"The date the original feed item was posted. (With some feeds, this will be the date it was imported.)",,,,,,Alkuperäisen syöteartikkelin kirjoituspäivämäärä. (Joissakin syötteissä tämä päivämäärä on sama kuin artikkelin latauspäivämäärä.),
,Feed ID,,,,,,Syötteen ID,
,The unique ID of the aggregator feed.,,,,,,Aggregointisyötteen yksilöllinen ID.,
,The title of the aggregator feed.,,,,,,Aggregointisyötteen otsikko.,
,The link to the source URL of the feed.,,,,,,Linkki syötteen lähdeosoitteeseen.,
,The date the feed was last checked for new content.,,,,,,Päivämäärä jolloin syöte viimeisimmäksi tarkistettiin uuden sisällön varalta.,
,The description of the aggregator feed.,,,,,,Syötteen kuvaus.,
,Display the aggregator item using the data from the original source.,,,,,,Näytä aggregointiartikkeli käyttäen alkuperäisestä lähteestä peräisin olevaa tietoa.,
,The book the node is in.,,,,,,Kirja johon solmu kuuluu,
,The weight of the book page.,,,,,,Kirjasivun paino,
,The depth of the book page in the hierarchy; top level books have a depth of 1.,,,,,,Kirjasivun hierarkinen syvyys; ensimmäisen tason kirjoilla on syvyys 1.,
,The parent book node.,,,,,,Kirjasolmun isäntäsolmu.,
,The title of the comment.,,,,,,Kommentin otsikko.,
,The name of the comment's author. Can be rendered as a link to the author's homepage.,,,,,,Kommentin kirjoittajan nimi. Voidaan renderöidä linkiksi kirjoittajan kotisivulle.,
,The website address of the comment's author. Can be rendered as a link. Will be empty if the author is a registered user.,,,,,,"Kommentin kirjoittajan www-sivun osoite, Voidaan rederöidä linkkinä. Tyhjä mikäli käyttäjä on rekisteröitynyt.",
,Post date,,,,,,Lähetetty,
,Node link,,,,,,Solmun linkki,
,The User ID of the comment's author.,,,,,,Kommentin kirjoittajan käyttäjä ID.,
,Parent CID,,,,,,Isäntä CID,
,Last comment time,,,,,,Viimeisimmän kommentin kellonaika,
,Date and time of when the last comment was posted.,,,,,,Viimeisimmän kommentin lähetyspäivämäärä ja kellonaika.,
,Last comment author,,,,,,Viimeisimmän kommentin kirjoittaja,
,The name of the author of the last posted comment.,,,,,,Viimeisimmän kirjoitetun kommentin kirjoittajan nimi.,
,Comment count,,,,,,Kommenttien lukumäärä,
,The number of comments a node has.,,,,,,Solmulla olevien kommenttien lukumäärä.,
,Updated/commented date,,,,,,Päivitetty/kommentoitu -päivämäärä,
,The number of new comments on the node.,,,,,,Solmun uusien kommenttien lukumäärä.,
,Comment status,,,,,,Kommentoinnin tila,
,User posted or commented,,,,,,Käyttäjä lähetti tai kommentoi,
,Display nodes only if a user posted the node or commented on the node.,,,,,,Näytä solmut vain jos käyttäjä lähetti tai on kommentoinut kyseistä solmua.,
,Display the comment as RSS.,,,,,,Näytä kommentti RSS:nä.,
,Provide a simple link to the user contact page.,,,,,,Tarjoa yksinkertainen linkki käyttäjäkohtaiselle yhteydenottosivulle.,
,Whether or not the node is published.,,,,,,Onko solmu julkaistu vaiko ei.,
,Created year + month,,,,,,Luontivuosi + kuukausi,
,Created year,,,,,,Luontivuosi,
,Created month,,,,,,Luontikuukausi,
,Created day,,,,,,Luontipäivä,
,Created week,,,,,,Luontiviikko,
,Updated year + month,,,,,,Päivitetty vuosi + kuukausi,
,Updated year,,,,,,Päivitetty vuosi,
,Updated month,,,,,,Päivitetty kuukausi,
,Updated day,,,,,,Päivitetty päivä,
,Updated week,,,,,,Päivitetty viikko,
,Provide a simple link to revert to the revision.,,,,,,Tarjoaa yksinkertaisen linkin sisältöversion palauttamiseksi.,
,Filter by access.,,,,,,Suodata pääsyoikeuden perusteella.,
,Has new content,,,,,,On uutta sisältöä,
,Display %display has no access control but does not contain a filter for published nodes.,,,,,,Näyttöruudulla %display ei ole pääsysääntöjä mutta ei myöskään sisällä suodatinta suodattamaan julkaistua sisältöä.,
,The score of the search item. This will not be used if the search filter is not also present.,,,,,,Hakutulosten määrä. Tätä ei käytetä jos hakusuodatin ei ole käytössä.,
,Total views,,,,,,Katselukertojen kokonaismäärä,
,The total number of times the node has been viewed.,,,,,,Solmun lukukertojen kokonaismäärä.,
,Views today,,,,,,Katsottu tänään,
,The total number of times the node has been viewed today.,,,,,,Solmun lukukertojen määrä tänään.,
,Most recent view,,,,,,Viimeisin katselukerta,
,The most recent time the node has been viewed.,,,,,,Solmun viimeisimmän katselukerran ajankohta.,
,Files maintained by Drupal and various modules.,,,,,,Drupalin ja muiden moduulien ylläpitämät tiedostot.,
,Taxonomy terms are attached to nodes.,,,,,,Solmuihin linkitetyt luokittelutermit.,
,"Filter the results of ""Taxonomy: Term"" to a particular vocabulary.",,,,,,"Suodata ""Luokittelu: Termi"" -tulokset tietyn sanaston mukaan.",
,Display all taxonomy terms associated with a node from specified vocabularies.,,,,,,Näytä kaikki valituista sanastoista solmuun liitetyt luokittelutermit.,
,The parent term of the term. This can produce duplicate entries if you are using a vocabulary that allows multiple parents.,,,,,,Termin isäntätermi. Tämä voi tuottaa kaksoiskappaleita jos käytät sanastoa joka sallii useamman kuin yhden isäntätermin termiä kohden.,
,The user ID,,,,,,Käyttäjän ID,
,The user or author name.,,,,,,Käyttäjän tai kirjoittajan nimi.,
,"Email address for a given user. This field is normally not shown to users, so be cautious when using it.",,,,,,Annetun käyttäjän sähköpostiosoite. Kenttää ei normaalisti näytetä käyttäjille joten ole varovainen sitä käyttäessäsi.,
,User ID from URL,,,,,,Käyttäjän ID URLista,
,User ID from logged in user,,,,,,Käyttäjän ID kirjautuneelta käyttäjältä,
,Randomize the display order.,,,,,,Sekoita näyttöjärjestys.,
,Null,,,,,,Nolla,
,Provide custom text or link.,,,,,,Tarjoa muokattua tekstiä tai linkki.,
,View result counter,,,,,,Näkymän tuloslaskin,
,Displays the actual position of the view result,,,,,,Näyttää näkymän tuloslaskimen todellisen sijainnin,
,No user,,,,,,Ei  käyttäjää,
,Show teaser-style link,,,,,,Näytä teaserityyppinen linkki,
,Link this field to new comments,,,,,,Linkitä kenttä uusiin kommentteihin,
,contact,,,,,,yhteydenotto,
,Contact %user,,,,,,Ota yhteyttä %user,
,Unknown language,,,,,,Tuntematon kieli,
,Check for new comments as well,,,,,,Etsi myös uusia kommentteja,
,Alternative sort,,,,,,Vaihtoehtoinen lajittelu,
,Alternate sort order,,,,,,Vaihtoehtoinen lajittelujärjestys,
,On empty input,,,,,,Tyhjällä syötteellä,
,Show None,,,,,,Piilota kaikki,
,"Search for either of the two terms with uppercase <strong>OR</strong>. For example, <strong>cats OR dogs</strong>.",,,,,,Etsi joko kahta termiä isoilla kirjaimilla <strong>TAI</strong>. Esimerkiksi <strong>kissoja TAI koiria</strong>.,
,Display score,,,,,,Näytä tulos,
,Link this field to download the file,,,,,,Linkitä kenttä ladattavaan tiedostoon,
,"The depth will match nodes tagged with terms in the hierarchy. For example, if you have the term ""fruit"" and a child term ""apple"", with a depth of 1 (or higher) then filtering for the term ""fruit"" will get nodes that are tagged with ""apple"" as well as ""fruit"". If negative, the reverse is true; searching for ""apple"" will also pick up nodes tagged with ""fruit"" if depth is -1 (or lower).",,,,,,"Syvyys vastaa hierarkiassa sijaitseviin termein merkittyihin solmuihin. Esimerkiksi jos sinulla on termi ""hedelmä"" ja alatermi ""omena"" syvyydellä 1 (tai suurempi), silloin suodatus termille ""hedelmä"" hakee kaikki solmut jotka on merkitty sanalla ""omena"" samoten kuin ""hedelmä"". Mikäli arvo on negatiivinen, käytetään käänteistä hakua eli haku termille ""omena"" palauttaa myös termillä ""hedelmä"" merkityt solmut mikäli paino on -1 tai matalampi.",
,No vocabulary,,,,,,Ei sanastoa,
,Link this field to its term page,,,,,,Linkitä kenttä terminsä sivulle,
,Limit terms by vocabulary,,,,,,Rajoita termejä sanastoittain,
,Select which vocabulary to show terms for in the regular options.,,,,,,Valitse minkä sanaston termit näytetään normaaleissa valinnoissa.,
,Dropdown,,,,,,Alasvetovalikko,
,Show hierarchy in dropdown,,,,,,Näytä hierarkia alasvetovalikossa,
,An invalid vocabulary is selected. Please change it in the options.,,,,,,Sanastoa ei ole valittuna. Muuta asetusta.,
,Select terms from vocabulary @voc,,,,,,Valitse termit sanastosta @voc,
,Select terms,,,,,,Valitse termit,
,Is the logged in user,,,,,,Onko käyttäjä kirjautuneena,
,Usernames,,,,,,Käyttäjänimet,
,Enter a comma separated list of user names.,,,,,,Syötä käyttäjänimet pilkuilla eroteltuina.,
,Also look for a node and use the node author,,,,,,Etsi myös solmua ja käytä solmun luojaa,
,Restrict user based on role,,,,,,Rajoita käyttäjää roolipohjaisesti,
,Restrict to the selected roles,,,,,,Rajoita valittuihin rooleihin,
,"If no roles are selected, users from any role will be allowed.",,,,,,Kaikki roolit sallitaan mikäli rooleja ei ole valittuina.,
,Unrestricted,,,,,,Rajoittamaton,
,No role(s) selected,,,,,,Rooleja ei ole valittuina.,
,Multiple roles,,,,,,Useita rooleja,
,"You must select at least one role if type is ""by role""",,,,,,"Sinun on valittava vähintään yksi rooli jos käytät ""rooleittain"" asetusta.",
,PHP validate code,,,,,,PHP validointikoodi,
,Never cache,,,,,,Älä käytä välimuistia,
,Query results,,,,,,Kyselyn tulokset,
,The length of time raw query results should be cached.,,,,,,Kuinka kauan raakakyselyn tulokset säilytetään välimuistissa.,
,Rendered output,,,,,,Ulosanti,
,The length of time rendered HTML output should be cached.,,,,,,Kuinka pitkään HTML ulosanti tulee säilyttää välimuistissa.,
,Broken field,,,,,,Rikkinäinen kenttä,
,Change the title that this display will use.,,,,,,Vaihda näkymän käyttämää otsikkoa.,
,Use AJAX,,,,,,Käytä AJAXia,
,Change whether or not this display will use AJAX.,,,,,,Valitse käytetäänkö AJAXia vaiko ei.,
,Mini,,,,,,Mini,
,Change this display's pager setting.,,,,,,Muuta näkymän sivutusasetusta.,
,"Specify whether this display will provide a ""more"" link.",,,,,,"Valitse näytetäänkö näkymässä ""lisää"" linkki.",
,Specify access control type for this display.,,,,,,Määrittele näyttöruudun pääsysäännön tyyppi.,
,Change settings for this access type.,,,,,,Muuta pääsysäännön asetuksia.,
,Specify caching type for this display.,,,,,,Valitse näkymän välimuistitutstyyppi.,
,Change settings for this caching type.,,,,,,Muuta välimuistitustyypin asetusta.,
,Link display,,,,,,Linkitettävä näkymä,
,Exposed form in block,,,,,,Näytä kaavake lohkossa,
,The title of this view,,,,,,Näkymän otsikko,
,"This title will be displayed with the view, wherever titles are normally displayed; i.e, as the page title, block title, etc.",,,,,,"Otsikko näytetään näkymän yhteydessä paikassa missä otsikot normaalistikin näytetään; toisinsanoen sivun otsikko, lohkon otsikko jne.",
