msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
Abbreviated 1 letter weekday Tuesday,T,,,,,,,
Abbreviated 1 letter weekday Wednesday,W,,,,,,,
Abbreviated 1 letter weekday Thursday,T,,,,,,,
Abbreviated 1 letter weekday Friday,F,,,,,,,
Abbreviated 1 letter weekday Saturday,S,,,,,,,
,Web page addresses and email addresses turn into links automatically.,,,,,,,
,Configuring content languages,,,,,,,
,<em>Selected language</em> allows you to specify the site's default language or a specific language as the fall-back language. This method should be listed last.,,,,,,,
,Comma-separated list of recipient email addresses.,,,,,,,
,Syndicate block,,,,,,,
,Use shortcuts,,,,,,,
,Diff settings,,,,,,,
,Branding block,,,,,,,
,Use site logo,,,,,,,
,The current theme is not @theme,,,,,,,
,The current theme is @theme,,,,,,,
,Request Path,,,,,,,
,Username or email address,,,,,,,
,Email addresses to notify when updates are available,,,,,,,
,%email is not a valid email address.,,,,,,,
,%emails are not valid email addresses.,,,,,,,
,"New users will be required to validate their email address prior to logging into the site, and will be assigned a system-generated password. With this setting disabled, users will be logged in immediately upon registering, and may select their own passwords during registration.",,,,,,,
,Notification email address,,,,,,,
,"The email address to be used as the 'from' address for all account notifications listed below. If <em>'Visitors, but administrator approval is required'</em> is selected above, a notification email will also be sent to this address for any new registrations. Leave empty to use the default system email address <em>(%site-email).</em>",,,,,,,
,Further instructions have been sent to your email address.,,,,,,,
,When the user has the following roles,,,,,,,
,The user is not a member of @roles,,,,,,,
,The user is a member of @roles,,,,,,,
,Use Replica Server,,,,,,,
,Query parameter,,,,,,,
,The query parameter to use.,,,,,,,
,The fallback value to use when the above query parameter is not present.,,,,,,,
,"Conjunction to use when handling multiple values. E.g. ""?value[0]=a&value[1]=b"".",,,,,,,
,Use Secondary Server,,,,,,,
,Type attribute,,,,,,,
,The type of this row.,,,,,,,
,Text attribute,,,,,,,
,The field that is going to be used as the OPML text attribute for each row.,,,,,,,
,Created attribute,,,,,,,
,The field that is going to be used as the OPML created attribute for each row.,,,,,,,
,Description attribute,,,,,,,
,The field that is going to be used as the OPML description attribute for each row.,,,,,,,
,HTML URL attribute,,,,,,,
,The field that is going to be used as the OPML htmlUrl attribute for each row.,,,,,,,
,Language attribute,,,,,,,
,The field that is going to be used as the OPML language attribute for each row.,,,,,,,
,XML URL attribute,,,,,,,
,URL attribute,,,,,,,
,Row style plugin requires specifying which views field to use for OPML text attribute.,,,,,,,
,Row style plugin requires specifying which views field to use for XML URL attribute.,,,,,,,
,Row style plugin requires specifying which views field to use for URL attribute.,,,,,,,
,OPML fields,,,,,,,
,Display fields as OPML items.,,,,,,,
,OPML Feed,,,,,,,
,Generates an OPML feed from a view.,,,,,,,
,Duplicate view,,,,,,,
,Duplicate of @label,,,,,,,
,"The default administration theme for Drupal 8 was designed with clean lines, simple blocks, and sans-serif font to emphasize the tools and tasks at hand.",,,,,,,
,"""On"" label",,,,,,,
,"""Off"" label",,,,,,,
,Edit menu link %title,,,,,,,
,This link is provided by the @name module. The title and path cannot be edited.,,,,,,,
,Add comment type,,,,,,,
,Manage form and displays settings of comments.,,,,,,,
,Format type machine name,,,,,,,
,Boolean settings,,,,,,,
,On label,,,,,,,
,Off label,,,,,,,
,Updating translations for JavaScript and default configuration.,,,,,,,
,Updating default configuration (@percent%).,,,,,,,
,Default comments,,,,,,,
,Allows commenting on content,,,,,,,
,The language of the content or translation.,,,,,,,
,The language the original content is in.,,,,,,,
,Allowed value with label,,,,,,,
,Data type callback,,,,,,,
,Callable,,,,,,,
,Interaction type,,,,,,,
,Enabling REST support for an entity type,,,,,,,
,Configuring search pages,,,,,,,
,Managing the search index,,,,,,,
,Displaying the Search block,,,,,,,
,Searching your site,,,,,,,
,Extending the Search module,,,,,,,
,Search index progress,,,,,,,
,@percent% (@remaining remaining),,,,,,,
,Indexing progress,,,,,,,
,%num_indexed of %num_total indexed,,,,,,,
,Does not use index,,,,,,,
,Converts an image to grayscale.,,,,,,,
,Activity Tracker,,,,,,,
,"Add ""…"" at the end of trimmed text",,,,,,,
,First page,,,,,,,
,Base field bundle override,,,,,,,
,Datetime timestamp display format settings,,,,,,,
,Boolean checkbox display format settings,,,,,,,
,Installed themes,,,,,,,
,The %file does not exist.,,,,,,,
,The %file exists.,,,,,,,
,The %file is not readable.,,,,,,,
,The %file is not writable.,,,,,,,
,The @file is writable.,,,,,,,
,The @file is owned by the web server.,,,,,,,
,Negate the condition,,,,,,,
,Finalizing configuration synchronization.,,,,,,,
,Datetime Timestamp,,,,,,,
,%theme theme installed.,,,,,,,
,Base field override,,,,,,,
,Display prefix and suffix,,,,,,,
,Text (plain),,,,,,,
,A field containing a plain string value.,,,,,,,
,"Text (plain, long)",,,,,,,
,A field containing a long string value.,,,,,,,
,"You cannot use an external URL, please enter a relative path.",,,,,,,
,This path does not exist or you do not have permission to link to %path.,,,,,,,
,Install newly added themes,,,,,,,
,"Blocks are placed and configured specifically for each theme. The Block layout page opens with the default theme, but you can toggle to other installed themes.",,,,,,,
,Enable the personal contact form by default for new users,,,,,,,
,Add contact form,,,,,,,
,Create and manage contact forms.,,,,,,,
,Default form identifier,,,,,,,
,"When listing forms, those with lighter (smaller) weights get listed before forms with heavier (larger) weights. Forms with equal weights are sorted alphabetically.",,,,,,,
,Make this the default form,,,,,,,
,Send yourself a copy,,,,,,,
,Content translation field settings,,,,,,,
,Allowed types: @extensions.,,,,,,,
,Back to content editing,,,,,,,
,Align images,,,,,,,
,Uses a <code>data-align</code> attribute on <code>&lt;img&gt;</code> tags to align images.,,,,,,,
,Caption images,,,,,,,
,Uses a <code>data-caption</code> attribute on <code>&lt;img&gt;</code> tags to caption images.,,,,,,,
,Display author and date information,,,,,,,
,Breakpoint ID,,,,,,,
,Unable to delete the shortcut for %title.,,,,,,,
,Maximum number of levels,,,,,,,
,All errors have been logged.,,,,,,,
,You may need to check the <code>watchdog</code> database table manually.,,,,,,,
,Failed:,,,,,,,
,Update #@count,,,,,,,
,The following updates returned messages:,,,,,,,
,Review updates,,,,,,,
,Starting updates,,,,,,,
,Install and set as default,,,,,,,
,Installed theme,Installed themes,,,,,,
,Uninstalled theme,Uninstalled themes,,,,,,
,%theme is the default theme and cannot be uninstalled.,,,,,,,
,The %theme theme has been uninstalled.,,,,,,,
,The %theme theme has been installed.,,,,,,,
,Empty time zone,,,,,,,
,Users may set their own time zone at registration,,,,,,,
,Menu levels,,,,,,,
,Whether or not the content related to a term is sticky.,,,,,,,
,The date the content related to a term was posted.,,,,,,,
,Text (formatted) settings,,,,,,,
,"Text (formatted, long) settings",,,,,,,
,"Text (formatted, long, with summary) settings",,,,,,,
,Text (formatted),,,,,,,
,This field stores a text with a text format.,,,,,,,
,"Text (formatted, long)",,,,,,,
,This field stores a long text with a text format.,,,,,,,
,"Text (formatted, long, with summary)",,,,,,,
,This field stores long text with a format and an optional summary.,,,,,,,
,Require email verification when a visitor creates an account,,,,,,,
,@entity_type revision,,,,,,,
,@entity_type revisions,,,,,,,
,Include reset button (resets all applied exposed filters),,,,,,,
,REST export settings,,,,,,,
,Provide a REST export,,,,,,,
,REST export path,,,,,,,
,Default value callback,,,,,,,
,URI as link display format settings,,,,,,,
,Timestamp ago display format settings,,,,,,,
,Link to URI,,,,,,,
,The description of this feed,,,,,,,
,The length of time between feed updates. Requires a correctly configured cron maintenance task.,,,,,,,
,Edit storage settings.,,,,,,,
,"The minimum allowed image size expressed as WIDTH×HEIGHT (e.g. 640×480). Leave blank for no restriction. If a smaller image is uploaded, it will be rejected.",,,,,,,
,Improving table accessibility,,,,,,,
,OPML field options,,,,,,,
,Testing multilingual,,,,,,,
,Minimal profile for running tests with a multilingual installer.,,,,,,,
,This block is broken or missing. You may be missing content or you might need to enable the original module.,,,,,,,
,Broken/Missing,,,,,,,
,@label ID,,,,,,,
Validation,Email,,,,,,,
,Comments are responses to content.,,,,,,,
,Filename: %name,,,,,,,
,Recipient username,,,,,,,
,"You can align images (<code>data-align=""center""</code>), but also videos, blockquotes, and so on.",,,,,,,
,Making this field required is recommended.,,,,,,,
,Leave preview?,,,,,,,
,Leave preview,,,,,,,
,Leaving the preview will cause unsaved changes to be lost. Are you sure you want to leave the preview?,,,,,,,
,The human-readable name of this content type. This text will be displayed as part of the list on the <em>Add content</em> page. This name must be unique.,,,,,,,
,Search for @keywords,,,,,,,
,Set a new image,,,,,,,
,The text with the text format applied.,,,,,,,
,Processed summary,,,,,,,
,The summary text with the text format applied.,,,,,,,
,Trays,,,,,,,
,Original language of the user information,,,,,,,
,Preferred language of the user,,,,,,,
,Preferred admin language,,,,,,,
,Preferred administrative language of the user,,,,,,,
,Cache metadata,,,,,,,
,Cache contexts,,,,,,,
,Path is empty.,,,,,,,
,No query allowed.,,,,,,,
,"Invalid path. Valid characters are alphanumerics as well as ""-"", ""."", ""_"" and ""~"".",,,,,,,
,Classy,,,,,,,
,Select a @context value:,,,,,,,
,Configuration entity dependencies,,,,,,,
,Content entity dependencies,,,,,,,
,Enforced configuration dependencies,,,,,,,
,String (long) settings,,,,,,,
,URI settings,,,,,,,
,Created timestamp settings,,,,,,,
,Changed timestamp settings,,,,,,,
,Page @items.current,,,,,,,
,The selected style or row format does not use fields.,,,,,,,
,The selected display type does not use @type plugins,,,,,,,
,The entity type,,,,,,,
,Database storage size,,,,,,,
,Text with text format,,,,,,,
,Field widgets,,,,,,,
,Field widget,,,,,,,
,Widget type machine name,,,,,,,
,Textarea display format settings,,,,,,,
,Email field display format settings,,,,,,,
,Synchronizing extensions: @op @name.,,,,,,,
,Link to the @entity_label,,,,,,,
,Linked to the @entity_label,,,,,,,
,Simple page,,,,,,,
,Jump to the first comment.,,,,,,,
,Jump to the first new comment.,,,,,,,
,Share your thoughts and opinions.,,,,,,,
,Content translation content settings,,,,,,,
,Content translation enabled,,,,,,,
,Group by column,,,,,,,
,Group by columns,,,,,,,
,Re-use an existing field,,,,,,,
,You need to select a field type or an existing field.,,,,,,,
,Log in to post new content in the forum.,,,,,,,
,Content Language Settings,,,,,,,
,Influence of '@title',,,,,,,
,Installing supporting modules,,,,,,,
,Default indexing settings,,,,,,,
,The default search index will be rebuilt.,,,,,,,
,All search indexes will be rebuilt.,,,,,,,
,Add shortcut link,,,,,,,
,Popular content block settings,,,,,,,
,Publish status,,,,,,,
,The corresponding entity field,,,,,,,
,The plugin ID,,,,,,,
,Row options,,,,,,,
,Display extender settings,,,,,,,
,View block,,,,,,,
,Number integer display format settings,,,,,,,
,Static menu link overrides,,,,,,,
Plural,Disabled,,,,,,,
,"Alternative text is required.<br />(Only in rare cases should this be left empty. To create empty alternative text, enter <code>""""</code> — two double quotes without any content).",,,,,,,
,Images must be larger than <strong>@min</strong> pixels. Images larger than <strong>@max</strong> pixels will be resized.,,,,,,,
,Images must be larger than <strong>@min</strong> pixels.,,,,,,,
,Node authored by (uid),,,,,,,
,Revision authored by (uid),,,,,,,
,The location this shortcut points to.,,,,,,,
,"Unable to install @extension, %config_names already exists in active configuration.","Unable to install @extension, %config_names already exist in active configuration.",,,,,,
,narrow,,,,,,,
Plural,Enabled,,,,,,,
,Active menu trail,,,,,,,
,Configuration updates,,,,,,,
,The listed configuration will be updated.,,,,,,,
,An entity field containing a password value.,,,,,,,
,Selected default language no longer exists.,,,,,,,
,The username of the content author.,,,,,,,
,Defining responsive image styles,,,,,,,
,Using responsive image styles in Image fields,,,,,,,
,Edit responsive image style,,,,,,,
,Duplicate responsive image style,,,,,,,
,Add responsive image style,,,,,,,
,Responsive image style,,,,,,,
,Image style mappings,,,,,,,
,Image style mapping,,,,,,,
,Responsive image mapping type,,,,,,,
,Sizes attribute,,,,,,,
,<em>Duplicate responsive image style</em> @label,,,,,,,
,<em>Edit responsive image style</em> @label,,,,,,,
,Responsive image style @label saved.,,,,,,,
,Responsive image style: @responsive_image_style,,,,,,,
,Select a responsive image style.,,,,,,,
,The target entity,,,,,,,
,Content language of view row,,,,,,,
,Original language of content in view row,,,,,,,
,@entity_type_label ID,,,,,,,
,Rendering Language,,,,,,,
,All content that supports translations will be displayed in the selected language.,,,,,,,
,The contextual filter values are provided by the URL.,,,,,,,
,Entity reference field storage settings,,,,,,,
,Entity reference field settings,,,,,,,
,Entity reference selection plugin settings,,,,,,,
,Display in native language,,,,,,,
,HTTP cookies,,,,,,,
,HTTP headers,,,,,,,
,Is super user,,,,,,,
,Displayed in native language,,,,,,,
,Submitted by @username on @datetime,,,,,,,
,Submitted by @author_name on @date,,,,,,,
,User is admin,,,,,,,
,Account's permissions,,,,,,,
,Existing password,,,,,,,
