msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Count DISTINCT,,,,,,Räkna ÅTSKILDA,
,Provide default field wrapper elements,,,,,,Tillhandahåll förvalt element för fältinbäddning,
,"Inline fields will be displayed next to each other rather than one after another. Note that some fields will ignore this if they are block elements, particularly body fields and other formatted HTML.",,,,,,"Radvisa fält kommer att visas bredvid varandra istället för en i taget. Observera att några fält kommer att ignorera detta om de är blockelement, särskilt blockfält och annan formaterad HTML.",
,Show the empty text in the table,,,,,,Visa den tomma texten i tabellen,
,The block could not be saved.,,,,,,Blocket kunde inte sparas.,
,Datetime,,,,,,Tidsdatum,
,"Language (fr, en, ...)",,,,,,"Språk (fr, en, ...)",
,Link attributes,,,,,,Länkattribut,
,Max age,,,,,,Äldsta ålder,
,Last Cron Run,,,,,,Senaste körningen av schemalagda aktiviteter,
,The user ID.,,,,,,ID-numret för användaren.,
,Latest revision,,,,,,Senaste version,
,Responsive image,,,,,,Responsiv bild,
,The field that is going to be used as the RSS item title for each row.,,,,,,Fältet som kommer användas som RSS-objektstitel för varje rad.,
,The field that is going to be used as the RSS item description for each row.,,,,,,Fältet som kommer användas som RSS-objektsbeskrivning för varje rad.,
,Creator field,,,,,,Fält för skapare,
,The field that is going to be used as the RSS item creator for each row.,,,,,,Fältet som kommer användas som RSS-objektsskapare för varje rad.,
,Publication date field,,,,,,Datumfält för publicering,
,Row style plugin requires specifying which views fields to use for RSS item.,,,,,,Insticksprogram för radstil kräver att du specificerar vilka vyfält som skall användas för RSS-objekt.,
,Unique watchdog event ID.,,,,,,Unikt ID-nummer för övervakningshändelse.,
,The severity level of the event; ranges from 0 (Emergency) to 7 (Debug).,,,,,,Säkerhetsnivån för händelsen. Sträcker sig från 0 (Nödläge) till 7 (Felsök).,
,Logo image,,,,,,Bild för logga,
,Curaçao,,,,,,Curaçao,
,Réunion,,,,,,Réunion,
,Sint Maarten,,,,,,Sint Maarten,
,Manage view modes,,,,,,Hantera vylägen,
,JavaScript settings,,,,,,Inställningar för JavaScript,
,An autocomplete text field.,,,,,,Ett automatiskt kompletterande textfält.,
,Display the label of the referenced entities.,,,,,,Visa etiketten för de refererade objekten.,
,Rendered entity,,,,,,Genererat objekt,
,Display the referenced entities rendered by entity_view().,,,,,,Visa de refererade objekten som genererats av entity_view().,
,Link label to the referenced entity,,,,,,Länketikett till det refererade objektet,
,Link to the referenced entity,,,,,,Länk för det refererade objektet,
,Rendered as @mode,,,,,,Genererad som @mode,
,Language types,,,,,,Typ av språk,
,Edit view mode,,,,,,Redigera visningsläge,
,Default date,,,,,,Förvalt datum,
,Default end date,,,,,,Förvalt slutdatum,
,Time increments,,,,,,Tidssteg,
,10 minute,,,,,,10 minuter,
,30 minute,,,,,,30 minuter,
,Date value,,,,,,Datumvärde,
,Text of the auto-reply message.,,,,,,Text för automatiskt svarsmeddelande,
,Entity reference,,,,,,Objektsreferens,
,@name field is required.,,,,,,Fält @name är obligatoriskt.,
,Fields pending deletion,,,,,,Fält som väntar på radering,
,No translatable fields,,,,,,Inga översättningsbara fält,
,Translations of %label,,,,,,Översättningar av %label,
,This translation is published,,,,,,Denna översättning är publicerad,
,Are you sure you want to delete the @language translation of %label?,,,,,,Är du säker på att du vill radera den @language översättningen för %label?,
,Shown,,,,,,Visade,
,Translate any entity,,,,,,Översätta ett objekt,
,Hide empty columns,,,,,,Dölj tomma kolumner,
,The node ID of the node a user created or commented on. You must use an argument or filter on UID or you will get misleading results using this field.,,,,,,Nodens ID-nummer för noden en användare skapat eller kommenterat. Du måste använda ett argument eller filtrera på UID annars kommer du få missvisande resultat med hjälp av detta fält.,
,The user ID of a user who touched the node (either created or commented on it).,,,,,,Användarens ID-nummer för en användare som rörde noden (antingen skapade eller kommenterade den).,
,The date the node was last updated or commented on. You must use an argument or filter on UID or you will get misleading results using this field.,,,,,,Datumet noden senast uppdaterades eller kommenterades. Du måste använda ett argument eller filtrera på UID annars kommer du få missvisande resultat om du använder det här fältet.,
,Entity types,,,,,,,
,Change handler,,,,,,Byt hanterare,
,Autocomplete (Tags style),,,,,,Automatisk komplettering (etiketter),
,Mail system,,,,,,E-postsystem,
,Hide empty column,,,,,,Dölj tom kolumn,
,Restrict images to this site,,,,,,Begränsa bilder till denna webbplats,
,Disallows usage of &lt;img&gt; tag sources that are not hosted on this site by replacing them with a placeholder image.,,,,,,Tillåter inte användning av taggarna &lt;img&gt; som inte hanteras på denna webbplats genom att ersätta dem med en platshållarbild.,
,Maximum dimensions,,,,,,Största mått,
,Fallback image style,,,,,,Bildstil i reserv,
,The operator is invalid on filter: @filter.,,,,,,Operanden är ogiltig på filter: @filter.,
,No valid values found on filter: @filter.,,,,,,Inga giltiga värden funna på filter: @filter.,
,The value @value is not an array for @operator on filter: @filter,,,,,,Värdet @value är inte en array för @operator på filter: @filter,
,"If not checked, fields that are not configured to customize their HTML elements will get no wrappers at all for their field, label and field + label wrappers. You can use this to quickly reduce the amount of markup the view provides by default, at the cost of making it more difficult to apply CSS.",,,,,,"Om ej markerat kommer fält som inte är konfigurerade för att anpassa sina HTML-element inte att få några inbäddningar över huvud taget för sitt fält, etikett och fält + etikett. Du kan använda detta för att snabbt minska mängden uppmärkning som vyn tillhandahåller som standard, på bekostnad av att det blir svårare att tillämpa CSS.",
,@label (@column),,,,,,@label (@column),
,banned IP addresses,,,,,,spärrade IP-adresser,
,The IP address %ip has been banned.,,,,,,IP-adrresen %ip har spärrats.,
,CKEditor settings,,,,,,Inställningar för CKEditor,
,The field name.,,,,,,,
,Validate options,,,,,,Alternativ för validering,
,Whether the user is active or blocked.,,,,,,Huruvida användaren är aktiv eller spärrad.,
,Views query,,,,,,Databasfråga för vy,
,Language direction,,,,,,Riktning på språk,
,The throbber display does not show the status of uploads but takes up less space. The progress bar is helpful for monitoring progress on large uploads.,,,,,,Laddningsindikatorn visar inte statusen för uppladdningen men tar upp mindre plats. Förloppsindikatorn är till hjälp för att se hur långt man kommit med stora uppladdningar.,
,Cron takes care of running periodic tasks like checking for updates and indexing content for search.,,,,,,Schemalagda aktiviteter tar hand om att köra återkommande uppgifter som att söka efter uppdateringar och indexering av innehåll för sökningen.,
,User name and password,,,,,,Användarnamn och lösenord,
,User module account form elements.,,,,,,Användarmodulens formulärelement för kontofält,
,A Drupal path or external URL the more link will point to. Note that this will override the link display setting above.,,,,,,"En sökväg i Drupal eller extern URL som länken ""mer"" kommer att peka mot. Observera att detta kommer åsidosätta inställningen för visningslänk ovan.",
,<em>Alt</em> field required,,,,,,Fält <em>Alt</em> är obligatoriskt,
,<em>Title</em> field required,,,,,,Fält <em>Titel</em> är obligatoriskt,
,Link to entity,,,,,,Länk för objekt,
,Bypass access checks,,,,,,Kringgå åtkomstkontroller,
,@view : @display,,,,,,@view : @display,
,View: @view - Display: @display,,,,,,Vy: @view - Visning: @display,
,Transform the case,,,,,,Omvandla värdet,
,Representative sort criteria,,,,,,Representativt sorteringskriterium,
,"The sort criteria is applied to the data brought in by the relationship to determine how a representative item is obtained for each row. For example, to show the most recent node for each user, pick 'Content: Updated date'.",,,,,,"Sorteringskriteriet läggs till på datan som förts in genom relationen för att avgöra hur ett ett representativt objekt erhålls för varje rad. Till exempel, för att visa den senaste noden för varje användare, välj ""Innehåll: Uppdaterad datum"".",
,The ordering to use for the sort criteria selected above.,,,,,,Ordningen att använda för sorteringskriteriet valt ovan.,
,Revert to default,,,,,,Återgår till förvalt,
,No fields have been used in views yet.,,,,,,Inga fält har används i vyer ännu.,
,Provide a simple link to approve the comment.,,,,,,Tillhandahåll en enkel länk för att godkänna kommentaren.,
,Author uid,,,,,,UID för författare,
,Relate each @entity with a @field set to the file.,,,,,,Relatera varje @entity med ett @field satt till filen.,
,Relate each @entity with a @field set to the image.,,,,,,Relatera varje @entity med ett @field satt till bilden.,
,The tid of a taxonomy term.,,,,,,TID för en taxonomiterm.,
,First and last only,,,,,,Enbart första och sista,
,Multiple-value handling,,,,,,Hantering av flera värden,
,Filter to items that share all terms,,,,,,Filter till objekt som delar alla termer,
,Filter to items that share any term,,,,,,Filter till objekt som delar en term,
,Use a pager,,,,,,Använd en paginerare,
,Logo path,,,,,,Sökväg till logotyp,
,Responsive,,,,,,Följsam,
,Full HTML,,,,,,Fullständig HTML,
,Tokens related to views.,,,,,,Ersättningstecken relaterade till vyer.,
,The description of the view.,,,,,,Beskrivningen för vyn.,
,The title of current display of the view.,,,,,,Titeln för den aktuella visningen av vyn.,
,The URL of the view.,,,,,,URL:en för vyn.,
,-Select-,,,,,,-Välj-,
,"Text to place as ""title"" text which most browsers display as a tooltip when hovering over the link.",,,,,,"Text att sätta in som ""titel"" som de flesta webbläsare visar som en hjälptext när man för musmarkören över länken.",
,"Enable to hide this field if it is empty. Note that the field label or rewritten output may still be displayed. To hide labels, check the style or row style settings for empty fields. To hide rewritten content, check the ""Hide rewriting if empty"" checkbox.",,,,,,Aktivera för att dölja detta fält om det är tomt. Observera att fältetikettet eller omskriven utmatning fortfarande kan visas. Kontrollera inställningarna för stil eller radstil för att dölja etiketter för tomma fält. Kryssa för Dölj utmatning om tomt för att dölja omskrivet innehåll.,
,Apostrophe,,,,,,Apostrof,
,Date in the form of CCYYMMDD.,,,,,,Datum på formen ÅÅÅÅMMDD.,
,Date in the form of YYYYMM.,,,,,,Datum på formen ÅÅÅÅMM.,
,Date in the form of YYYY.,,,,,,Datum på formen ÅÅÅÅ.,
,Date in the form of MM (01 - 12).,,,,,,Datum på formen MM (01-12).,
